bug_id,Creation Date,Last Modified Date,Importance,Symptom,Title
18506,2004-11-15,2007-12-20,P2 enhancement ,others,Altivec definitions of vec_init
20771,2005-04-05,2012-07-09,P2 normal ,others,Duplicate PCH test names
23514,2005-08-22,2005-08-23,P2 normal ,others,fixed point error cause Ada exception block does NOT work
22793,2004-10-30,2005-07-23,P3 normal ,others,incorrect parameter type in constructor java.awt.image.IndexColorModel
19876,2005-02-10,2005-02-11,P2 normal ,efficient/hang,[4.0 Regression] g++ starts eating all the memory and the CPU
20268,2005-03-01,2005-03-31,P3 normal ,others,"With optimization, generating incomplete debug information"
20671,2005-03-28,2021-07-21,P2 enhancement ,others,Poor bit-field code generation
23931,2005-09-17,2006-03-28,P2 normal ,others,ToolKit.createImage() throws unexpected IllegalArgumentException
23942,2005-09-18,2005-09-26,P2 normal ,efficient/hang,[4.1 Regression] loop problem / testcase takes very long time to compile
19879,2005-02-10,2015-12-05,P2 enhancement ,others,Ada shared libraries should go in libdir
21969,2005-06-08,2005-06-29,P2 normal ,crash,ICE on float __attribute__((vector_size(2048)))
20346,2005-03-06,2005-07-23,P2 normal ,others,"valid code fails: include of #define inside extern ""C"""
23215,2005-08-03,2012-01-11,P2 minor ,others,libobjc doesn't work on windows.
28460,2006-07-22,2008-07-04,P2 normal ,wrong_output,[4.1 Regression] g++ emits bogus namespace DIE
40858,2009-07-25,2010-10-16,P3 normal ,others,FAIL: g++.dg/debug/dwarf2/typedef1.C
42126,2009-11-20,2009-11-21,P3 normal ,others,gcc optimizes line away/optimizes to an endless loop
48656,2011-04-17,2011-04-28,P3 normal ,rejects_valid,[4.6 regression] [C++0x] cannot call member function without object
20716,2005-04-01,2005-07-23,P2 normal ,others,"Error gfortran and in ""gfortran.fortran-torture/execute/backspace.f90"""
19240,2005-01-03,2005-01-04,P2 normal ,others,"[4.0 Regression] runtime performance regression in floating point heavy code, x86/SSE"
19066,2004-12-18,2005-07-23,P2 enhancement ,others,the URL and URLConnection class should be enhanced
32990,2007-08-04,2007-08-14,P3 normal ,others,[Regression] gdb has symbol table issues
64088,2014-11-26,2014-11-27,P3 normal ,others,"[5 Regression] ICE: in fold_abs_const, at fold-const.c:15550"
32673,2007-07-08,2007-07-10,P3 normal ,accepts_invalid,Wrongly allowed: Statement function with subobject of constant
56864,2013-04-07,2013-10-25,P1 normal ,others,"[4.9 regression] FAIL: gcc.dg/vect/costmodel/ppc/costmodel-vect-76b.c scan-tree-dump-times vect ""vectorized 1 loops"" 0"
53012,2012-04-16,2017-01-21,P3 normal ,rejects_valid,unrelated friend operators in same namespace interfere with operator resolution outside of namespace
21332,2005-05-02,2005-06-02,P1 critical ,wrong_output,[4.1 Regression] -ftree-vrp  makes a loop doesn't execute a body
26134,2006-02-06,2011-03-16,P3 normal ,others,fold *(float*)(&complex_float_var) into REALPART_EXPR<complex_float_var>
26893,2006-03-27,2007-01-20,P3 normal ,others,"[4.1 only] kinds.h not generated, causing failure"
28195,2006-06-28,2006-06-29,P3 normal ,others,<< (shift operator) does rotate operation
22396,2005-07-10,2006-01-07,P2 normal ,others,bootstrap of f95 enabled gcc fails because gfortran.1 is missing
25661,2006-01-04,2006-01-28,P3 normal ,others,Wrong long double to float conversion
22017,2005-06-11,2006-02-16,P2 critical ,wrong_output,[3.4/4.0/4.1/4.2 Regression] Error to pass struct parameter when compile with -mrtd
41607,2009-10-06,2009-10-06,P3 normal ,others,Cannot build LTO without stdint.h
41192,2009-08-30,2009-09-13,P3 normal ,others,"NAMELIST input with just a comment (""&NAME ! comment \"") fails"
23421,2005-08-16,2005-08-16,P2 normal ,others,unsigned long to float conversion by casting unsigned long* to float* fails in -O2 builds.
35832,2008-04-05,2008-04-06,P3 normal ,diagnostic,Better error message for wrong arguments to I/O statements
38257,2008-11-24,2008-12-01,P3 normal ,crash,[4.4 regression] ICE with auto and #pragma omp parallel
28023,2006-06-14,2008-01-12,P3 normal ,others,documentation error max-inline-recursive-depth
19748,2005-02-02,2005-07-23,P2 normal ,others,aggressive no-inline options still cause inlining
42694,2010-01-11,2024-08-04,P3 enhancement ,others,"Compiler could optimize pow (x, 0.75) into sqrt (x) * sqrt (sqrt (x))"
22566,2005-07-20,2005-07-23,P2 normal ,others,Incorrect overload resolution on mutable field.
21367,2005-05-03,2005-06-02,P2 enhancement ,others,"VRP does not fold ""if (a == b)"" in a certain situation"
22310,2005-07-05,2005-07-06,P2 normal ,crash,[4.1 Regression] ICE in in first_vi_for_offset
28978,2006-09-07,2006-09-07,P3 normal ,others,Problem compiling gcc 4.1.1
19729,2005-01-31,2005-05-18,P2 normal ,others,libgcj DSASignature.java null pointer exception
22673,2003-03-26,2005-07-23,P3 normal ,others,Incorrect synchronization in java.util.logging.ErrorManager
22763,2004-08-02,2005-07-23,P3 normal ,others,FAQ does not mention that integrating Classpath in Sun's JVM is very hard.
27994,2006-06-12,2006-06-12,P3 normal ,others,Applet doesn't fit in browser window
40313,2009-05-30,2009-05-31,P4 normal ,crash,"SH: ICE in dwarf2out_begin_epilogue, at dwarf2out.c:2689"
40682,2009-07-08,2009-10-07,P3 enhancement ,others,[C++0x] Require direct binding of short-lived references to rvalues
22924,2005-04-24,2005-07-23,P3 normal ,others,Protege fails on loading due to missing metal l 'n' f classes.
21803,2005-05-28,2010-05-28,P2 enhancement ,others,[ia64] gcc produces really odd predicated code
64923,2015-02-03,2015-02-03,P3 normal ,others,[s390] Generated code uses struct padding instead of just the bitfield
18852,2004-12-05,2005-07-23,P2 critical ,crash,[3.4 Regression] 8 tests fail: SIGSEGV for stack growth failure
19902,2005-02-11,2005-02-23,P2 normal ,others,"ACATS cxa3004 cxb3006 fail at compile time ""ambiguous expression"""
20208,2005-02-25,2005-03-09,P2 normal ,crash,[4.0/4.1 Regression] No array-to-pointer decay happens for template functions
18608,2004-11-22,2007-09-04,P2 enhancement ,others,Configuration documentation mentions wrong flag
19767,2005-02-02,2006-02-28,P2 normal ,efficient/hang,[3.4 only] CSE hang on very simple code with -O2 -ftracer
41743,2009-10-18,2012-08-16,P3 normal ,others,Missing loop optimisation
50590,2011-10-02,2011-10-02,P3 normal ,others,Initializing a variable to itself yields garbage/UB and no warning.
44673,2010-06-25,2012-03-02,P3 enhancement ,others,"static const variable works in if/else, fails at linking in ternary"
50561,2011-09-28,2012-02-15,P1 normal ,others,[4.7 regression] ICE when compiling zlib with -O2 -floop-flatten -floop-strip-mine
