Bug_id,Project,Category,Subcategory,Creation Date,Symptom,Root Cause(patch),Importance,Title
96052,GCC,encapsulation,member access,2020/7/4,Accept Invalid,API Misuse,P3 normal,"Unlike Clang, alignment specifier is ignored on empty no_unique_address members"
79825,GCC,object,copy & move,2017/3/3,Diagnostic,Incorrect Branch,P1 normal,[7 Regression] Uninitialized uses in aggregate copies of empty structs (missed DCE in C++ gimplify)
88690,GCC,inheritance,multiple inheritance,2019/1/4,Crash,Overlooked Case,P2 normal,"[8 Regression] c++17 internal compiler error: in output_constructor_regular_field, at varasm.c:5031"
81164,GCC,inheritance,multiple inheritance,2017/6/21,Crash,Incorrect Branch,P2 normal,[7/8 Regression] ICE in inherited_ctor_binfo_1 when using virtual inheritance
95466,GCC,inheritance,multiple inheritance,2020/6/1,Crash,Error Code Logic,P3 normal,"[11 Regression] ICE in tree_operand_check, at tree.h:3794 since"
82336,GCC,inheritance,derived class construction & destruction,2017/9/27,Others,API Misuse,P2 normal,[6 Regression] GCC requires but does not emit defaulted constructors in certain cases
93633,GCC,runtime_polymorphic,override control,2020/2/8,Crash,Overlooked Case,P3 normal,ICE on consteval virtual
80829,GCC,inheritance,derived class construction & destruction,2017/5/19,Reject Valid,API Misuse,P3 normal,[7/8 Regression] Use of constexpr constructors with base type instantiation fails compilation
103769,GCC,compiletime_polymorphic,template alias,2021/12/19,Crash,API Misuse,P2 normal,[11 Regression] checking ICE in hashtab_chk_error with alias template and pack expansion after
108090,GCC,compiletime_polymorphic,template alias,2022/12/14,Reject Valid,Overlooked Case,P3 normal,pack expansion of using declarations doesn't properly handle dependent conversion function names
89917,GCC,compiletime_polymorphic,template instantiation,2019/4/1,Crash,Assignment Error,P2 normal,[8 Regression] ICE with lambda in variadic template hierarchy
101247,GCC,compiletime_polymorphic,constraints and concepts,2021/6/29,Crash,Error Code Logic,P3 normal,ICE when using static constexpr bool defined in parent-class in nested class constructor requires-clause
79865,GCC,compiletime_polymorphic,template alias,2017/3/4,Crash,Overlooked Case,P3 normal,ICE calling member function with template parameter from generic lambda
91230,GCC,encapsulation,class scope(global),2019/7/23,Reject Valid,Incorrect Branch,P3 normal,[9/10 Regression] Template function containing lambda expression that has auto parameter and uses __PRETTY_FUNCTION__ does not compile
89420,GCC,object,initialization & destruction,2019/2/20,Crash,API Misuse,P2 normal,[9 Regression] ICE: unexpected expression 'int()' of kind cast_expr
104108,GCC,compiletime_polymorphic,template alias,2022/1/19,Reject Valid,Assignment Error,P2 normal,[10 Regression] [c++17+] template alias inside template with static field of template class rejected since
99683,GCC,compiletime_polymorphic,template instantiation,2021/3/20,Reject Valid,Overlooked Case,P3 normal,Deduction failure when using CTAD of CNTTP inside a deduction guide
101698,GCC,object,overloading,2021/7/30,Wrong Code,Incorrect Branch,P2 normal,[9 Regression] Template type conversion operator from base class preferred over matching overload
105623,GCC,compiletime_polymorphic,template instantiation,2022/5/16,Reject Valid,API Misuse,P2 normal,[12/13 regression][rejects valid] invalid use of auto when deducing return type of base class template
90505,GCC,compiletime_polymorphic,template instantiation,2019/5/16,Reject Valid,Overlooked Case,P2 normal,[9 Regression] g++ rejects valid code
92593,GCC,compiletime_polymorphic,template instantiation,2019/11/20,Crash,Incorrect Branch,P4 normal,[10 Regression] ICE with CTAD using undeclared constraint
95486,GCC,compiletime_polymorphic,template alias,2020/6/2,Crash,API Misuse,P3 normal,ICE for alias CTAD with non-dependent argument and constrained constructor
96647,GCC,object,overloading,2020/8/17,Reject Valid,Overlooked Case,P3 normal,Can't resolve pointer to overloaded member with auto return type
97099,GCC,compiletime_polymorphic,template(no instantiation),2020/9/18,Accept Invalid,Overlooked Case,P3 normal,[temp.deduct.guide]p3 not implemented properly
91759,GCC,encapsulation,class scope(global),2019/9/12,Accept Invalid,Overlooked Case,P2 normal,[8/9 Regression] g++ accepts ill-formed deduction guides in wrong scope since
104235,GCC,compiletime_polymorphic,template specialization,2022/1/26,Crash,Incorrect Branch,P1 normal,"[12 Regression] ICE: in cp_parser_template_id, at cp/parser.cc"
101783,GCC,compiletime_polymorphic,template specialization,2021/8/4,Reject Valid,Incorrect Branch,P3 normal,unnecessary error when top level cv qualifier is dropped
97328,GCC,compiletime_polymorphic,template instantiation,2020/10/7,Crash,Error Code Logic,P2 normal,"[10 Regression] ICE in verify_ctor_sanity, at cp/constexpr.c:3995 since"
89744,GCC,compiletime_polymorphic,template specialization,2019/3/17,Crash,Overlooked Case,P2 normal,[8 Regression] ICE with specialization of nested template class
103678,GCC,compiletime_polymorphic,template specialization,2021/12/13,Reject Valid,API Misuse,P3 normal,[concepts] Constrained partial specialization of dependent template conflicts with unconstrained partial specialization
100374,GCC,compiletime_polymorphic,constraints and concepts,2021/5/1,Reject Valid,Assignment Error,P3 normal,Type-constraints of member function templates should not be substituted into during implicit instantiation
100616,GCC,compiletime_polymorphic,template instantiation,2021/5/15,Crash,Overlooked Case,P3 normal,[modules] ICE when a variable of class taking a non-type template argument is defined both inside and outside the module
94632,GCC,compiletime_polymorphic,template instantiation,2020/4/17,Crash,API Misuse,P1 normal,[10 Regression] canonical types differ for identical types since
98802,GCC,compiletime_polymorphic,template alias,2021/1/23,Hang,Error Code Logic,P3 normal,[10 Regression] class template argument deduce guide leads infinite recursive since
89390,GCC,encapsulation,member access,2019/2/18,Crash,API Misuse,P3 normal,"[9 Regression] ICE in get_string, at spellcheck-tree.h:46"
102670,GCC,encapsulation,class scope(global),2021/10/9,Reject Valid,Error Code Logic,P3 normal,"Erroneous ""missing template arguments"" message for wrapper of ADL function template"
98249,GCC,encapsulation,class scope(global),2020/12/11,Reject Valid,API Misuse,P2 normal,[9 Regression] Improper ADL on the `arg` in `new (arg) T`
91911,GCC,compiletime_polymorphic,template alias,2019/9/26,Reject Valid,Error Code Logic,P3 normal,Strange interaction between CTAD and decltype
83187,GCC,compiletime_polymorphic,template specialization,2017/11/27,Crash,Error Message,P3 normal,"[8 regression] internal compiler error: in get_alias_set, at alias.c:923"
89682,GCC,encapsulation,member access,2019/3/12,Reject Valid,API Misuse,P1 normal,[9 Regression] g++9 incorrectly disallows using private static method as default arg to ctor of template type
96204,GCC,compiletime_polymorphic,template instantiation,2020/7/15,Reject Valid,API Misuse,P3 normal,gcc complains about private member access in SFINAE context
98231,GCC,encapsulation,class scope(global),2020/12/11,Reject Valid,Error Code Logic,P1 normal,[11 Regression] bogus error: no match for   operator<<  
103714,GCC,compiletime_polymorphic,constraints and concepts,2021/12/14,Accept Invalid,API Misuse,P2 normal,[11/12 Regression] name lookup in requires-clause finds wrong thing
79290,GCC,encapsulation,class scope(global),2017/1/30,Reject Valid,Assignment Error,P1 normal,"[7 Regression] forming pointer to member function tries to access ""__pfn"""
90124,GCC,inheritance,member access(inherit),2019/4/17,Reject Valid,Incorrect Branch,P1 normal,[9 Regression] Compilation of llvm PDBContext.cpp fails.
105761,GCC,inheritance,member access(inherit),2022/5/28,Crash,Overlooked Case,P3 normal,[11/12/13 Regression] ICE on hidden friend definition defined in base type since
107461,GCC,compiletime_polymorphic,template instantiation,2022/10/30,Reject Valid,Overlooked Case,P1 normal,[12 Regression] ambiguity error for friend with templated constexpr argument
107484,GCC,encapsulation,class scope(global),2022/11/1,Accept Invalid,Overlooked Case,P1 normal,[13 Regression] ICE: Segmentation fault (in decls_match)
79519,GCC,encapsulation,class scope(global),2017/2/14,Crash,Error Message,P2 normal,[5/6 Regression] ICE deleting template friend function
102786,GCC,encapsulation,member access,2021/10/15,Reject Valid,Incorrect Branch,P3 normal,[c++20] virtual pmf sometimes rejected as not a constant
98441,GCC,encapsulation,member access,2020/12/25,Reject Valid,Incorrect Branch,P1 normal,[11 Regression] member function pointer incorrectly parsed as having trailing return type
89387,GCC,encapsulation,class scope(global),2019/2/18,Crash,Incorrect Branch,P1 normal,[9 Regression] ICE in maybe_generic_this_capture at gcc/cp/lambda.c:945 since
85764,GCC,encapsulation,class scope(global),2018/5/12,Reject Valid,Error Code Logic,P2 normal,[8/9 Regression] bogus   this   was not captured for this lambda function error
100493,GCC,encapsulation,class scope(global),2021/5/9,Diagnostic,Incorrect Branch,P3 normal,"Lambda default copy capture that captures ""this"" cannot be used in both C++17 and C++20 modes"
90623,GCC,encapsulation,class scope(global),2019/5/24,Crash,Error Code Logic,P3 normal,compilation error with fold expression and parameter pack
107755,GCC,compiletime_polymorphic,template specialization,2022/11/19,Crash,Incorrect Branch,P2 normal,"[10/11 Regression] ICE: in fold_convert_loc, at fold-const.c:2435, with -Wlogical-op, implicit user-defined conversion operator, template function, logical operator, and conditional operator"
106675,GCC,object,copy & move,2022/8/18,Crash,Overlooked Case,P2 normal,[10 Regression] g++ Crashes on funky operators
103455,GCC,object,overloading,2021/11/28,Crash,API Misuse,P2 normal,[9 Regression] internal compiler error: in dependent_type_p since
101442,GCC,object,initialization & destruction,2021/7/13,Wrong Code,API Misuse,P2 normal,"[9 Regression] Destructor not called for a temporary object, if it's bound to a ref member of an object subject to NRVO"
107065,GCC,compiletime_polymorphic,template specialization,2022/9/28,Wrong Code,Error Code Logic,P3 normal,GCC treats rvalue as an lvalue
96934,GCC,object,copy & move,2020/9/4,Wrong Code,API Misuse,P3 normal,[9 Regression] Copy initialization of struct involving aggregate array initialization miscompiles in GCC 9
89315,GCC,object,initialization & destruction,2019/2/12,Reject Valid,Error Code Logic,P1 normal,[9 Regression] Cannot convert to std::initializer_list - fails with gcc9 works with gcc8
92604,GCC,object,initialization & destruction,2019/11/20,Accept Invalid,Incorrect Branch,P3 normal,GCC accepts invalid conversion from designated initializer list
90190,GCC,compiletime_polymorphic,template instantiation,2019/4/19,Reject Valid,Incorrect Branch,P2 normal,[8 regression] CTAD confuses with {one element} initializer_list
83227,GCC,inheritance,derived class construction & destruction,2017/11/30,Crash,Error Code Logic,P2 normal,[7 Regression] internal compiler error: in process_init_constructor_array
99700,GCC,object,initialization & destruction,2021/3/21,Accept Invalid,Overlooked Case,P3 normal,[10 Regression] uninitialized variable accepted as a constant expression in C++ 20
90825,GCC,object,initialization & destruction,2019/6/10,Crash,Error Code Logic,P3 normal,[9 Regression] g++: internal compiler error: Segmentation fault signal terminated program cc1plus
79118,GCC,object,initialization & destruction,2017/1/17,Crash,Incorrect Branch,P1 normal,"[7 Regression] internal compiler error: in cxx_eval_bit_field_ref, at cp/constexpr.c:2258"
91179,GCC,others,others,2019/7/16,Diagnostic,Overlooked Case,P3 normal,Spurious -Wconversion warning after promotion
101073,GCC,object,initialization & destruction,2021/6/14,Crash,Error Code Logic,P2 normal,"[10/11/12/13 Regression] ICE in cxx_eval_constant_expression, at cp/constexpr.c:6941"
83058,GCC,object,initialization & destruction,2017/11/20,Crash,API Misuse,P3 normal,"[6/7/8 Regression] ICE on C++ code with negative array index: in warn_placement_new_too_small, at cp/init.c:2666"
96121,GCC,object,initialization & destruction,2020/7/8,Diagnostic,API Misuse,P3 normal,Uninitialized variable copying in member initialized list not diagnosed
89187,GCC,compiletime_polymorphic,template alias,2019/2/4,Crash,Assignment Error,P2 normal,"[7 Regression] ICE in initialize_argument_information, at calls.c:2023"
89914,GCC,object,initialization & destruction,2019/4/1,Crash,Error Message,P4 normal,"[9 Regression] ICE in nothrow_spec_p, at cp/except.c:1238"
81796,GCC,inheritance,derived class construction & destruction,2017/8/10,Reject Valid,Error Code Logic,P3 normal,error: no matching function for call to   S2::operator delete(void*)  
90996,GCC,object,initialization & destruction,2019/6/25,Crash,Error Code Logic,P2 normal,"[9 Regression] ICE in gimplify_expr, at gimplify.c:13495"
94074,GCC,compiletime_polymorphic,template alias,2020/3/6,Reject Valid,Overlooked Case,P1 normal,[10 Regression] bogus modifying a const object error with const COMPONENT_REF
81311,GCC,object,copy & move,2017/7/4,Wrong Code,Incorrect Branch,P2 normal,[7 Regression] An std::ref argument calls copy constructor instead of template constructor in C++17 mode
96533,GCC,object,overloading,2020/8/8,Crash,Others,P3 normal,ICE with three-way comparison when error occurs in templated operator< overload and -Wunused-parameter
97121,GCC,object,overloading,2020/9/19,Crash,Error Code Logic,P3 normal,ICE (segfault) on incorrect default three-way comparison declaration
96299,GCC,object,overloading,2020/7/23,Reject Valid,Error Code Logic,P3 normal,Defaulted operator <=> implicitly deleted when a member has operator < and operator == and return type is specified
98545,GCC,compiletime_polymorphic,template alias,2021/1/5,Crash,Overlooked Case,P1 normal,"[11 Regression] ICE in write_expression, at cp/mangle.c:3352"
99213,GCC,compiletime_polymorphic,template specialization,2021/2/23,Diagnostic,API Misuse,P3 normal,Suboptimal pretty printing of local class type when type's context contains a class template specialization
88795,GCC,compiletime_polymorphic,template instantiation,2019/1/10,Crash,Overlooked Case,P3 normal,ICE on class-template argument deduction if non-type parameter has indirection
89532,GCC,compiletime_polymorphic,template(no instantiation),2019/2/28,Crash,Overlooked Case,P1 normal,"[9 Regression] internal compiler error: in type_has_nontrivial_copy_init, at cp/tree.c:4024"
83217,GCC,compiletime_polymorphic,template instantiation,2017/11/29,Efficient,Error Code Logic,P3 normal,Compiler segfault: structured binding by reference to a templated type via a pointer
98620,GCC,compiletime_polymorphic,template specialization,2021/1/11,Diagnostic,Incorrect Branch,P3 normal,SFINAE code in class specialization generates warnings
103991,GCC,object,initialization & destruction,2022/1/12,Diagnostic,Assignment Error,P1 normal,[12 Regression] Bogus -Wreturn-type with constexpr if and local var with destructor
80916,GCC,runtime_polymorphic,override control,2017/5/30,Diagnostic,Error Code Logic,P2 normal,"[8 Regression] Spurious ""declared 'static' but never defined"" warni"
95328,GCC,compiletime_polymorphic,template instantiation,2020/5/26,Reject Valid,Overlooked Case,P3 normal,"structured binding of template type inside template function is reported as ""incomplete class type"""
82075,GCC,inheritance,derived class construction & destruction,2017/9/1,Reject Valid,Incorrect Branch,P3 normal,structured binding fails with empty base class
89036,GCC,compiletime_polymorphic,constraints and concepts,2019/1/24,Crash,API Misuse,P2 normal,[8 Regression] ICE if destructor has a requires
94719,GCC,compiletime_polymorphic,constraints and concepts,2020/4/22,Crash,Error Code Logic,P3 normal,ICE with constrained inherited constructor template from class template since
94819,GCC,compiletime_polymorphic,constraints and concepts,2020/4/28,Reject Valid,API Misuse,P3 normal,"[10 Regression] Inherited and constrained constructors are ""ambiguous"" even if they aren't Pt. 2"
104527,GCC,compiletime_polymorphic,constraints and concepts,2022/2/14,Crash,Assignment Error,P2 normal,"[11 Regression] ICE: tree check: accessed elt 1 of 'tree_vec' with 0 elts in hash, at cp/constraint.cc:2486"
100828,GCC,compiletime_polymorphic,constraints and concepts,2021/5/30,Reject Valid,Error Message,P3 normal,Arbitrary limit on constraint complexity
82507,GCC,compiletime_polymorphic,constraints and concepts,2017/10/10,Reject Valid,Others,P3 normal,[concepts] premature substitution into constraint of non-template member function
87327,GCC,encapsulation,class scope(global),2018/9/17,Reject Valid,Overlooked Case,P2 normal,"[8 Regression] Calling member functions on captured constexpr variables ""is not a constant expression"""
107079,GCC,object,initialization & destruction,2022/9/28,Crash,API Misuse,P2 normal,[10/11 Regression] ICE initializing lifetime-extended constexpr variable that stores its this pointer
93169,GCC,object,initialization & destruction,2020/1/6,Wrong Code,Assignment Error,P1 normal,[10 regression] Variable incorrectly put into readonly section.
93998,GCC,object,overloading,2020/3/2,Crash,Error Code Logic,P1 normal,"[10 Regression] ICE in adjust_temp_type, at cp/constexpr.c:1426"
99980,GCC,compiletime_polymorphic,template alias,2021/4/8,Reject Valid,Overlooked Case,P3 normal,Delayed parsing of noexcept doesn't work in member function template
106925,GCC,object,initialization & destruction,2022/9/13,Crash,Incorrect Branch,P2 normal,[12/13 Regression] ICE in maybe_splice_retval_cleanup at gcc/cp/except.cc:1330 since
84314,GCC,others,others,2018/2/9,Crash,API Misuse,P1 normal,[8 Regression] Another ICE in finish_member_declaration
88548,GCC,encapsulation,friends,2018/12/18,Accept Invalid,Error Code Logic,P1 normal,[9 Regression] this accepted in static member functions
86747,GCC,encapsulation,member access,2018/7/30,Reject Valid,Assignment Error,P2 normal,[8 Regression] rejects-valid with redundant friend declaration
83958,GCC,compiletime_polymorphic,template alias,2018/1/21,Crash,Overlooked Case,P2 normal,[7 Regression] ICE: Segmentation fault (in find_decomp_class_base)
84558,GCC,object,initialization & destruction,2018/2/25,Crash,Incorrect Branch,P2 normal,[6 Regression] ICE with invalid constexpr constructor
87436,GCC,object,initialization & destruction,2018/9/25,Efficient,Others,P2 normal,[7 Regression] G++ produces >300MB .rodata section to initialize struct with big array
85148,GCC,compiletime_polymorphic,template instantiation,2018/3/31,Crash,Error Message,P2 normal,[6/7/8 Regression] ICE with NSDMI and this pointer
85262,GCC,inheritance,derived class construction & destruction,2018/4/6,Reject Valid,Error Code Logic,P2 normal,[6/7/8 Regression] Trouble with constructor and -fpermissive
87480,GCC,compiletime_polymorphic,template instantiation,2018/10/1,Reject Valid,Assignment Error,P2 normal,"[8 Regression] SFINAE constructor not matched, only in templated function"
87554,GCC,compiletime_polymorphic,template instantiation,2018/10/8,Crash,Error Code Logic,P2 normal,"[8 Regression] internal compiler error: in record_reference, at cgraphbuild.c:64"
88123,GCC,encapsulation,class scope(global),2018/11/20,Reject Valid,Overlooked Case,P2 normal,[8 Regression] faulty qualified name lookup of overloaded operator within generic lambda via using-directive
88380,GCC,object,initialization & destruction,2018/12/5,Wrong Code,Error Code Logic,P2 normal,"[8 Regression] Sequence of not-explicitly initialised, initialised, variable length generates no initialiser"
87150,GCC,object,copy & move,2018/8/30,Accept Invalid,Assignment Error,P2 normal,[8 Regression] move ctor wrongly chosen in return stmt (derived vs. base)
87750,GCC,inheritance,member access(inherit),2018/10/25,Reject Valid,Others,P2 normal,[8/9 Regression] Failed compilation / parsing of template member call after 'using' declaration
84892,GCC,encapsulation,member access,2018/3/15,Diagnostic,API Misuse,P3 normal,Missing accessor hint for private field
88110,GCC,runtime_polymorphic,override control,2018/11/20,Crash,Incorrect Branch,P3 normal,"[9 Regression] ICE (segfault) with -std=C++2a in cxx_eval_constant_expression when trying to evaluate nonoverridden ""virtual ... = 0"" function of a base class"
84151,GCC,encapsulation,member access,2018/1/31,Wrong Code,API Misuse,P3 normal,[6 Regression] g++ generates two identical loads in a volatile-qualified member function.
84698,GCC,compiletime_polymorphic,template instantiation,2018/3/4,Crash,Error Code Logic,P3 normal,ICE when using noexcept(noexcept()) declaration on global friend function of template class
85363,GCC,object,initialization & destruction,2018/4/12,Wrong Code,Error Code Logic,P3 normal,Throwing exception from member constructor (brace initializer vs initializer list)
87378,GCC,inheritance,derived class construction & destruction,2018/9/21,Diagnostic,Error Message,P3 normal,False -Wredundant-move (derived vs. base)
88252,GCC,compiletime_polymorphic,template instantiation,2018/11/28,Accept Invalid,Error Code Logic,P3 normal,Deduction guide assume the constructor parameter is a forwarding reference if constructor defined outside class
88580,GCC,compiletime_polymorphic,template instantiation,2018/12/23,Reject Valid,Overlooked Case,P3 normal,Parameter pack expansion fails (variadic constructor template inside a variadic class template)
83895,GCC,encapsulation,member access,2018/1/16,Diagnostic,Incorrect Branch,P3 normal,[8 Regression] -Wparentheses warns about pointer-to-member typedefs
84494,GCC,object,initialization & destruction,2018/2/20,Wrong Code,Overlooked Case,P3 normal,Invalid constexpr with default assignment operator
84689,GCC,inheritance,multiple inheritance,2018/3/3,Reject Valid,Others,P3 normal,is_invocable is true even for call operator via ambiguous base
84692,GCC,compiletime_polymorphic,template instantiation,2018/3/3,Crash,Others,P3 normal,Class template argument deduction ICE for template's member template
85146,GCC,compiletime_polymorphic,template instantiation,2018/3/31,Crash,Error Code Logic,P3 normal,ICE with __direct_bases for declared but not defined struct
85155,GCC,runtime_polymorphic,override control,2018/4/2,Diagnostic,Error Code Logic,P3 normal,Suboptimal error messages when using noexcept(false) on defaulted dtor
85386,GCC,object,initialization & destruction,2018/4/12,Crash,Overlooked Case,P3 normal,ICE when applying noexcept operator to default constructor
85415,GCC,encapsulation,class scope(global),2018/4/16,Crash,Others,P3 normal,"internal compiler error: in finish_member_declaration, at cp/semantics.c:2984"
86044,GCC,object,overloading,2018/6/4,Reject Valid,Error Code Logic,P3 normal,noexcept(false) of constexpr member function ignored
86970,GCC,compiletime_polymorphic,template instantiation,2018/8/16,Reject Valid,API Misuse,P3 normal,"Rejected constexpr expression involving lambdas and inheritance, ""use of this in a constant expression"""
87324,GCC,object,initialization & destruction,2018/9/15,Crash,Assignment Error,P3 normal,g++ ICE with overriding initializers: Segmentation fault
88118,GCC,object,initialization & destruction,2018/11/20,Efficient,Others,P3 enhancement,GCC keeps unnecessary calls to new
84694,GCC,compiletime_polymorphic,template(no instantiation),2018/3/3,Crash,Assignment Error,P4 normal,"[8 Regression] internal compiler error: tree check: expected tree that contains 'decl minimal' structure, have 'identifier_node' in do_friend, at cp/friend.c:498"
86648,GCC,compiletime_polymorphic,template instantiation,2018/7/23,Crash,Overlooked Case,P1 normal,[9 Regression] ICE on class template argument deduction
108437,GCC,object,overloading,2023/1/17,Crash,Overlooked Case,P1 normal ,"[13 Regression] ICE in build_min_non_dep_op_overload, at cp/tree.cc:3710"
108559,GCC,inheritance,member access(inherit),2023/1/26,Crash,Incorrect Branch,P1 normal ,"[13 Regression] A new crash with using a simple class, inheritance and a function"
108579,GCC,compiletime_polymorphic,constraints and concepts,2023/1/28,Reject Valid,Incorrect Branch,P3 normal ,[13 Regression] Requires-expression that checks constructor on non-template constructor of template class got rejected
108698,GCC,compiletime_polymorphic,template instantiation,2023/2/7,Others,Overlooked Case,P1 normal ,[13 Regression] decltype ((T() + â€˜excess_precision_exprâ€?not supported by dump_expr<expression error>)) median(ndarray<T>) [with T = double]â€? since
108887,GCC,compiletime_polymorphic,template instantiation,2023/2/22,Crash,Error Code Logic,P1 normal ,[13 Regression] ICE in process_function_and_variable_attributes since 
108998,GCC,compiletime_polymorphic,template instantiation,2023/3/2,Crash,API Misuse,P1 normal ,"[12 Regression] ICE in tsubst, at cp/pt.cc:16037"
109039,GCC,object,initialization & destruction,2023/3/6,Wrong Code,Error Code Logic,P2 normal ,[12 Regression] Miscompilation with no_unique_address and bitfields
109042,GCC,others,others,2023/3/6,Crash,API Misuse,P1 normal ,"[13 Regression] ICE in emit_support_tinfo_1, at cp/rtti.cc:1584"
109096,GCC,object,initialization & destruction,2023/3/10,Wrong Code,Incorrect Branch,P3 normal ,__has_unique_object_representations does not account for unnamed bitfield
109159,GCC,object,copy & move,2023/3/16,Accept Invalid,Numberical Error,P2 normal ,[10/11/12 Regression] explicit constructor is used in copy-initialization
109160,GCC,compiletime_polymorphic,constraints and concepts,2023/3/16,Crash,API Misuse,P3 normal ,[Valid code] Constraint on deduced NTTP from method call causes ICE/Segfault.
109172,GCC,encapsulation,member access,2023/3/17,Accept Invalid,API Misuse,P3 normal ,[10/11/12/13 Regression] g++ calls a private destructor with the keyword throw after the try-block
109319,GCC,object,overloading,2023/3/28,Crash,Overlooked Case,P2 normal ,"[12 Regression] ICE in build_min_non_dep_op_overload, at cp/tree.cc:3793 since "
109396,GCC,object,copy & move,2023/4/3,Diagnostic,Overlooked Case,P3 enhancement ,Winit-self doesn't warn when std::move()-d
109506,GCC,compiletime_polymorphic,template instantiation,2023/4/13,Accept Invalid,API Misuse,P3 normal ,[11/12 regression] -fchecking=2 causes some template constructor not be instantiated when used with NSDMI
109514,GCC,object,copy & move,2023/4/14,Others,Error Code Logic,P3 normal ,[13 regression] -Werror=dangling-pointer false positive on fheroes-1.0.3 (lambdas)
109531,GCC,compiletime_polymorphic,template instantiation,2023/4/17,Crash,Error Code Logic,P3 normal ,[13/14 Regression] Checking ICE with  hash table checking failed: equal operator returns true for a pair of values with a different hash value since 
109649,GCC,encapsulation,friends,2023/4/27,Accept Invalid,Incorrect Branch,P3 normal ,[13/14 Regression] GCC accepts invalid inaccessible friend declaration of member function
109678,GCC,object,initialization & destruction,2023/4/29,Efficient,Error Code Logic,P2 normal ,[13/14 Regression] exponential time behavior on std::variant
109751,GCC,compiletime_polymorphic,constraints and concepts,2023/5/5,Reject Valid,API Misuse,P3 normal ,[13/14 Regression] boost iterator_interface fails concept check starting in gcc-13
109871,GCC,object,initialization & destruction,2023/5/16,Accept Invalid,Error Code Logic,P3 normal ,error: call of overloaded ... is ambiguous (std::vector vs designated initializers)
109899,GCC,object,initialization & destruction,2023/5/17,Crash,Incorrect Branch,P2 normal ,"[12/13 Regression] ICE in check_noexcept_r, at cp/except.cc:1065"
109958,GCC,inheritance,member access(inherit),2023/5/24,Crash,Overlooked Case,P2 normal ,"[11/12/13/14/15 Regression] ICE: in build_ptrmem_type, at cp/decl.cc:11066 taking the address of bound static member function brought into derived class by using-declaration"
110084,GCC,object,overloading,2023/6/2,Crash,Incorrect Branch,P2 normal ,[12/13/14 Regression] defaulted constexpr operator== causes crash
110102,GCC,object,initialization & destruction,2023/6/3,Accept Invalid,Overlooked Case,P3 normal ,"[13 regression] initializer_list ctors of containers skip Allocator_traits::construct, copies move-only type"
110197,GCC,object,initialization & destruction,2023/6/9,Reject Valid,Error Code Logic,P2 normal ,[13 Regression] Empty constexpr object constructor erronously claims out of range access
110295,GCC,inheritance,derived class construction & destruction,2023/6/17,Crash,Incorrect Branch,P2 normal ,[11 Regression] ICE in dwarf2out_finish with local class with inherited operator delete in a templated function and -g
110395,GCC,object,initialization & destruction,2023/6/24,Efficient,Overlooked Case,P3 normal ,GCOV stuck in an infinite loop with large std::array
110441,GCC,object,copy & move,2023/6/27,Reject Valid,API Misuse,P3 normal ,c++17: temporary causes static member function call to confuse required copy elision
110524,GCC,compiletime_polymorphic,template specialization,2023/7/3,Crash,Overlooked Case,P3 normal ,[C++20] ICE with use of function template name with no prior declaration in decltype
110535,GCC,compiletime_polymorphic,constraints and concepts,2023/7/3,Crash,Overlooked Case,P3 normal ,Internal error when performing a surrogate call with unsatisfied constraints
110580,GCC,compiletime_polymorphic,template specialization,2023/7/6,Accept Invalid,API Misuse,P3 normal ,[14 Regression] gcc fails to typecheck nix-2.16.1 source: error: invalid initialization of reference of type
110927,GCC,compiletime_polymorphic,constraints and concepts,2023/8/7,Reject Valid,API Misuse,P3 normal ,GCC fails to parse dependent type in concept through partial specialization
111272,GCC,encapsulation,member access,2023/9/1,Diagnostic,Overlooked Case,P3 normal ,[13/14 Regression] Truncated error messages with -std=c++23 and -std=c++26
112301,GCC,object,initialization & destruction,2023/10/30,Wrong Code,Overlooked Case,P3 normal ,[12/13/14 regression] Double destruction of returned object when exiting the scope causes an exception which gets rethrown since 
112482,GCC,object,initialization & destruction,2023/11/11,Reject Valid,Incorrect Branch,P3 normal ,error when auto(x) is used in a variable initializer (block scope)
112594,GCC,compiletime_polymorphic,template(no instantiation),2023/11/17,Reject Valid,Error Code Logic,P3 normal ,Non-type template parameter created with converting constructor sometimes has original type
112658,GCC,object,initialization & destruction,2023/11/21,Wrong Code,API Misuse,P2 normal ,[12/13 Regression] ICE: finish_expr_stmt with casting an temp array to pointer and constructor call
112744,GCC,inheritance,multiple inheritance,2023/11/28,Reject Valid,API Misuse,P3 normal ,Nested name specifier wrongly produces ambiguity in accessing static field
113031,GCC,runtime_polymorphic,casting,2023/12/15,Crash,Incorrect Branch,P1 normal ,[14 Regression] ICE in cxx_fold_indirect_ref_1 starting with 
113064,GCC,object,copy & move,2023/12/18,Reject Valid,Overlooked Case,P3 normal ,assignement from temporary sometimes invokes copy-assign instead of move-assign operator
20716,LLVM,inheritance,member access(inherit),2014/8/20,Crash,Error Code Logic,P normal,Crash when recovering from type in known dependent base (ms-compatibility)
19240,LLVM,inheritance,multiple inheritance,2014/3/25,Crash,Overlooked Case,P normal,"Assertion failed: VFTableLayouts.count(id) == 0, file ..\tools\clang\lib\AST\VTableBuilder.cpp, line 3288"
19066,LLVM,inheritance,multiple inheritance,2014/3/6,Crash,API Misuse,P normal,0-sized vftable in the presence of virtual inheritance
